IDM;IDEFV;EF;EFnotes
16;G22;1.350131477166416;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
17;G22;70.24649339778297;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
18;G22;8.045950318303401;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
19;G22;1.320045200908196;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
20;G22;126.5141264481444;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
21;G22;118.5335808958082;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
22;G22;9.111812008463444;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
23;G22;28.77229692124781;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
24;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
25;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
26;G22;2.432481737284799;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
27;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
28;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
29;G22;1.862158106105576;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
30;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
31;G22;6.281709457662401;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
32;G22;9.73311750662952;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
33;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
34;G22;0.3401582617919267;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
35;G22;0.9855797954443021;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
36;G22;126.5141264481444;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
37;G22;1.722370857507788;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
38;G22;3.431859701118998;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
39;G22;6.357960808983389;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
40;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
41;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
42;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
43;G22;53.46617113584882;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
44;G22;2.294114179137449;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
45;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
46;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
46a;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
46b;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
47;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
48;G22;11.24184536769231;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
49;G22;0.3720340079382355;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
50;G22;1.380734233647642;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
51;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
52;G22;2.114237132083437;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
53;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
54;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
55;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
56;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
57;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
58;G22;1.862158106105576;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
59;G22;0.6128188610093185;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
60;G22;25.02696912600059;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
61;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
62;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
63;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
64;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
65;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
66;G22;8.253843707533422;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
67;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
68;G22;45.00833439432981;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
69;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
70;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
71;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
72;G22;0.5517648383735017;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
73;G22;0.04407097488387244;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
74;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
75;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
76;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
77;G22;4.509414753628954;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
78;G22;4.509414753628954;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
79;G22;4.509414753628954;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
80;G22;4.509414753628954;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
81;G22;0.6128188610093185;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
82;G22;1.808128057726989;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
83;G22;3.612813830765568;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
84;G22;0.2470719514462303;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
85;G22;0.2470719514462303;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
86;G22;13.60975157326837;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
87;G22;9.44555280177857;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
88;G22;3.459021344789174;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
89;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
90;G22;27.03333300918171;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
91;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
92;G22;21.36098953080808;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
93;G22;22.01728894498279;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
94;G22;22.8664550747286;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
95;G22;25.48893216980307;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
96;G22;;"Sem fator nesta versao ('ND' na fonte). Contribui com zero para as emissoes - ausencia de dado, nao desempenho ambiental nulo. Ver a aba CoberturaEF. GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
97;G22;5.084174537165215;"GREET 2022 (Argonne National Laboratory). Valor extraido da aba 'Emission Factors GREET and BR' do LCA_LV_i3ET, coluna G22; nao e o arquivo GREET original (dado de entrada processado - ver Documento 1, secao 18.3)."
